user_id,age_band,province,registration_date,channel_preference,limit_configured,marketing_opt_in,self_excluded
U008498,46-55,Almería,2024-12-21,retail,0,1,0
U008499,26-35,Barcelona,2023-06-17,online,1,1,0
U008500,56-65,Murcia,2023-10-18,online,1,1,0
U008501,26-35,Valencia,2024-07-08,online,0,1,0
U008502,26-35,Málaga,2024-06-04,retail,0,1,0
U008503,46-55,Granada,2024-12-06,online,1,1,0
U008504,46-55,Granada,2024-04-22,online,0,0,0
U008505,36-45,Granada,2023-08-17,online,0,1,0
U008506,26-35,Murcia,2023-10-18,retail,1,1,0
U008507,46-55,Murcia,2023-03-07,online,1,1,0
U008508,18-25,Valencia,2024-11-05,online,1,1,0
U008509,56-65,Almería,2023-04-04,online,0,1,0
U008510,36-45,Valencia,2024-02-03,online,1,1,0
U008511,56-65,Almería,2023-10-21,online,1,1,0
U008512,46-55,Granada,2023-04-08,retail,0,1,0
U008513,65+,Almería,2023-08-02,online,1,1,0
U008514,46-55,Málaga,2024-04-07,online,0,1,0
U008515,36-45,Barcelona,2023-01-23,retail,1,1,0
U008516,26-35,Almería,2024-12-06,retail,1,1,0
U008517,46-55,Granada,2024-10-25,online,0,1,0
U008518,18-25,Granada,2023-03-03,online,0,1,0
U008519,36-45,Murcia,2024-09-25,online,1,1,0
U008520,18-25,Barcelona,2023-08-28,retail,0,1,0
U008521,36-45,Murcia,2023-02-19,retail,1,1,0
U008522,26-35,Valencia,2023-08-12,online,1,1,0
U008523,46-55,Valencia,2024-08-13,retail,1,0,0
U008524,26-35,Málaga,2024-05-01,online,1,0,0
U008525,46-55,Murcia,2023-06-24,online,0,1,0
U008526,26-35,Valencia,2024-06-08,online,1,1,0
U008527,36-45,Madrid,2024-05-31,online,0,1,0
U008528,26-35,Murcia,2024-06-26,online,1,1,0
U008529,26-35,Almería,2024-01-30,retail,1,1,0
U008530,26-35,Madrid,2024-08-20,retail,1,0,0
U008531,26-35,Barcelona,2024-04-13,online,0,0,0
U008532,36-45,Granada,2023-04-02,retail,1,0,0
U008533,18-25,Málaga,2024-08-14,retail,0,0,0
U008534,18-25,Alicante,2023-08-25,retail,0,1,0
U008535,36-45,Madrid,2024-05-29,online,1,1,0
U008536,18-25,Valencia,2024-05-07,online,1,0,0
U008537,26-35,Málaga,2023-09-03,online,1,1,0
U008538,18-25,Granada,2023-04-29,online,1,1,0
U008539,36-45,Málaga,2024-05-22,online,0,1,0
U008540,65+,Málaga,2024-09-11,online,0,0,0
U008541,18-25,Málaga,2024-09-03,online,0,1,0
U008542,46-55,Valencia,2024-04-02,online,1,1,0
U008543,18-25,Valencia,2023-06-16,online,0,1,0
U008544,36-45,Murcia,2023-08-19,retail,1,0,0
U008545,18-25,Valencia,2024-07-04,online,0,0,0
U008546,26-35,Málaga,2023-10-27,online,1,0,0
U008547,46-55,Granada,2024-06-18,online,0,1,0
U008548,26-35,Madrid,2023-08-14,online,1,1,0
U008549,36-45,Almería,2023-01-05,online,1,1,0
U008550,26-35,Murcia,2024-03-16,online,1,1,0
U008551,26-35,Málaga,2024-03-14,online,0,0,0
U008552,46-55,Almería,2024-04-03,online,0,1,0
U008553,36-45,Granada,2023-07-15,online,1,0,0
U008554,36-45,Madrid,2024-08-15,online,1,1,0
U008555,36-45,Murcia,2023-12-22,retail,1,1,0
U008556,26-35,Granada,2024-07-10,online,0,1,0
U008557,46-55,Almería,2024-03-22,retail,0,0,0
U008558,26-35,Málaga,2023-10-31,retail,0,1,0
U008559,26-35,Málaga,2024-05-11,online,1,1,0
U008560,26-35,Málaga,2024-02-24,online,0,1,0
U008561,36-45,Murcia,2024-01-08,online,1,1,0
U008562,18-25,Granada,2024-04-18,online,0,1,0
U008563,36-45,Barcelona,2023-03-04,online,0,1,0
U008564,18-25,Málaga,2024-10-26,online,0,1,0
U008565,36-45,Madrid,2023-09-02,retail,0,1,0
U008566,46-55,Barcelona,2023-06-14,online,0,1,0
U008567,26-35,Almería,2024-07-17,retail,0,1,0
U008568,56-65,Granada,2023-06-18,online,0,0,0
U008569,56-65,Valencia,2024-12-27,online,1,1,0
U008570,46-55,Granada,2023-11-03,online,1,0,0
U008571,56-65,Valencia,2023-08-05,online,0,1,0
U008572,26-35,Valencia,2023-02-15,online,0,0,0
U008573,36-45,Valencia,2023-01-31,online,1,1,0
U008574,18-25,Murcia,2023-03-11,online,0,0,0
U008575,46-55,Madrid,2023-01-04,online,0,1,0
U008576,56-65,Barcelona,2023-08-27,online,1,1,0
U008577,36-45,Alicante,2023-08-15,online,0,1,0
U008578,46-55,Almería,2023-11-10,online,1,1,0
U008579,56-65,Granada,2023-06-20,online,0,1,0
U008580,26-35,Madrid,2023-02-15,online,0,1,0
U008581,56-65,Murcia,2023-02-21,online,1,1,0
U008582,18-25,Barcelona,2023-05-13,online,0,1,0
U008583,26-35,Valencia,2023-08-20,retail,0,1,0
U008584,36-45,Málaga,2023-04-19,online,0,1,0
U008585,18-25,Barcelona,2023-09-24,online,0,0,0
U008586,36-45,Alicante,2024-11-04,retail,1,1,0
U008587,46-55,Málaga,2023-07-10,retail,0,1,0
U008588,56-65,Granada,2023-05-03,online,0,1,0
U008589,26-35,Alicante,2024-04-30,retail,1,1,0
U008590,36-45,Barcelona,2023-12-25,online,0,1,0
U008591,46-55,Valencia,2023-02-04,online,1,1,0
U008592,36-45,Madrid,2024-07-29,online,1,1,0
U008593,26-35,Granada,2024-06-06,online,0,1,0
U008594,36-45,Málaga,2024-12-14,retail,1,0,0
U008595,36-45,Granada,2024-11-15,online,0,0,0
U008596,18-25,Barcelona,2024-03-02,online,0,0,0
U008597,26-35,Barcelona,2024-05-15,retail,0,1,0
U008598,46-55,Valencia,2023-10-26,retail,0,0,0
U008599,26-35,Granada,2024-10-10,online,1,1,0
U008600,36-45,Madrid,2024-02-08,online,0,0,0
U008601,26-35,Almería,2023-08-26,retail,0,0,0
U008602,56-65,Barcelona,2023-01-07,online,0,0,0
U008603,26-35,Almería,2024-03-04,online,0,1,0
U008604,26-35,Alicante,2024-01-19,online,1,1,0
U008605,46-55,Madrid,2024-08-15,online,0,1,0
U008606,36-45,Madrid,2023-05-17,online,0,0,0
U008607,65+,Almería,2024-08-18,retail,0,1,0
U008608,18-25,Madrid,2023-01-12,online,0,0,0
U008609,36-45,Murcia,2024-03-04,online,0,1,0
U008610,18-25,Murcia,2023-10-17,online,1,0,0
U008611,26-35,Murcia,2023-08-31,online,0,1,0
U008612,36-45,Almería,2023-11-13,retail,1,0,0
U008613,56-65,Almería,2023-06-13,online,1,1,0
U008614,26-35,Madrid,2023-05-14,online,0,1,0
U008615,36-45,Málaga,2024-08-10,online,0,1,0
U008616,18-25,Valencia,2023-06-16,retail,1,1,0
U008617,26-35,Málaga,2024-06-21,retail,0,1,0
U008618,26-35,Barcelona,2024-06-03,online,1,1,0
U008619,26-35,Granada,2023-01-25,retail,0,1,0
U008620,26-35,Murcia,2024-10-05,online,0,1,0
U008621,46-55,Valencia,2024-07-30,online,1,0,0
U008622,26-35,Murcia,2024-08-04,online,1,0,0
U008623,26-35,Murcia,2024-08-13,online,0,1,0
U008624,46-55,Barcelona,2024-03-01,retail,1,1,0
U008625,26-35,Almería,2024-12-26,online,1,1,0
U008626,46-55,Granada,2023-05-11,online,0,1,0
U008627,36-45,Valencia,2023-02-22,retail,1,1,0
U008628,46-55,Alicante,2024-05-29,online,0,1,0
U008629,36-45,Valencia,2023-08-03,retail,0,1,0
U008630,56-65,Murcia,2024-03-20,retail,0,1,0
U008631,18-25,Almería,2023-10-13,online,0,1,0
U008632,18-25,Valencia,2023-09-01,online,0,0,0
U008633,46-55,Almería,2024-10-14,online,0,1,0
U008634,36-45,Málaga,2023-04-14,online,1,0,0
U008635,46-55,Málaga,2023-05-18,online,1,1,0
U008636,36-45,Valencia,2024-05-02,retail,1,1,0
U008637,36-45,Valencia,2024-07-25,online,1,1,0
U008638,36-45,Málaga,2024-08-30,retail,0,1,0
U008639,65+,Barcelona,2023-06-18,retail,1,1,0
U008640,36-45,Murcia,2024-10-05,online,1,1,0
U008641,18-25,Granada,2024-03-20,retail,0,0,0
U008642,26-35,Valencia,2024-08-23,online,1,1,0
U008643,26-35,Alicante,2023-02-20,retail,0,1,0
U008644,46-55,Alicante,2023-09-18,online,0,1,0
U008645,26-35,Madrid,2024-01-19,online,1,1,0
U008646,56-65,Murcia,2024-02-26,retail,0,1,0
U008647,46-55,Madrid,2023-03-14,retail,1,0,0
U008648,18-25,Madrid,2024-01-29,online,0,1,0
U008649,46-55,Barcelona,2024-04-30,online,0,1,0
U008650,26-35,Granada,2023-09-21,online,1,1,0
U008651,46-55,Valencia,2024-01-01,online,0,0,0
U008652,26-35,Barcelona,2023-08-02,online,0,0,0
U008653,56-65,Granada,2024-09-27,retail,0,0,0
U008654,36-45,Murcia,2024-03-13,online,0,0,0
U008655,18-25,Almería,2024-02-07,online,0,1,0
U008656,36-45,Barcelona,2024-11-20,retail,0,0,0
U008657,56-65,Valencia,2024-04-30,online,1,1,0
U008658,65+,Granada,2023-07-24,online,1,1,0
U008659,46-55,Valencia,2024-04-13,online,0,0,0
U008660,65+,Barcelona,2024-12-02,retail,0,0,0
U008661,18-25,Valencia,2023-01-18,online,1,1,0
U008662,36-45,Granada,2024-04-02,retail,1,0,0
U008663,26-35,Alicante,2023-04-25,retail,0,0,0
U008664,18-25,Madrid,2024-08-19,online,0,1,0
U008665,46-55,Almería,2024-04-12,retail,1,0,0
U008666,46-55,Granada,2024-11-15,retail,1,1,0
U008667,56-65,Alicante,2024-05-03,retail,0,1,0
U008668,36-45,Granada,2023-01-13,online,1,1,0
U008669,36-45,Murcia,2024-01-08,online,1,0,0
U008670,26-35,Valencia,2024-10-21,online,0,1,0
U008671,26-35,Madrid,2023-06-19,online,0,0,0
U008672,36-45,Barcelona,2023-03-02,retail,0,0,0
U008673,26-35,Granada,2024-06-09,online,0,0,0
U008674,46-55,Madrid,2024-01-02,retail,1,1,0
U008675,36-45,Granada,2023-02-04,retail,1,0,0
U008676,46-55,Málaga,2023-07-24,online,0,1,0
U008677,56-65,Alicante,2023-08-27,online,1,1,0
U008678,36-45,Málaga,2024-05-02,online,0,1,0
U008679,26-35,Murcia,2023-12-11,online,0,0,0
U008680,46-55,Granada,2023-12-22,online,1,1,0
U008681,36-45,Valencia,2024-08-11,online,1,0,0
U008682,65+,Alicante,2023-07-23,retail,0,1,0
U008683,26-35,Valencia,2024-05-05,retail,0,0,0
U008684,18-25,Madrid,2023-09-26,online,0,1,0
U008685,46-55,Málaga,2023-11-02,online,1,1,0
U008686,46-55,Almería,2024-02-10,online,1,1,0
U008687,26-35,Málaga,2024-05-22,retail,0,0,0
U008688,36-45,Barcelona,2024-11-20,retail,1,1,0
U008689,65+,Málaga,2023-07-16,online,0,1,0
U008690,26-35,Alicante,2023-03-17,online,1,1,0
U008691,56-65,Almería,2023-11-10,online,1,1,0
U008692,26-35,Almería,2024-02-04,online,1,1,0
U008693,56-65,Valencia,2023-06-16,online,0,0,0
U008694,26-35,Alicante,2024-10-12,retail,0,0,0
U008695,26-35,Alicante,2024-08-06,online,0,0,0
U008696,56-65,Valencia,2023-12-27,online,0,0,0
U008697,65+,Granada,2023-11-25,online,0,0,0
U008698,36-45,Madrid,2023-01-30,online,0,0,0
U008699,46-55,Almería,2024-01-27,online,1,0,0
U008700,26-35,Granada,2024-03-10,online,0,0,0
U008701,46-55,Málaga,2024-10-12,online,1,1,0
U008702,26-35,Barcelona,2024-01-01,retail,0,1,0
U008703,18-25,Valencia,2023-04-25,online,0,0,0
U008704,36-45,Madrid,2023-05-12,online,0,0,0
U008705,18-25,Madrid,2023-04-27,online,1,0,0
U008706,46-55,Granada,2024-11-16,online,1,0,0
U008707,36-45,Murcia,2024-08-02,online,0,0,0
U008708,65+,Valencia,2024-08-25,retail,1,1,0
U008709,26-35,Valencia,2024-09-05,online,0,1,0
U008710,36-45,Valencia,2023-03-11,online,1,1,0
U008711,36-45,Barcelona,2024-05-27,online,0,1,0
U008712,46-55,Madrid,2024-05-29,online,1,0,0
U008713,18-25,Barcelona,2023-06-14,retail,0,1,0
U008714,26-35,Murcia,2023-12-25,retail,0,1,0
U008715,46-55,Almería,2024-04-28,retail,1,1,0
U008716,36-45,Barcelona,2024-10-17,online,0,1,0
U008717,26-35,Barcelona,2023-03-22,online,0,1,0
U008718,18-25,Alicante,2024-10-13,retail,0,1,0
U008719,65+,Almería,2024-11-04,online,0,1,0
U008720,65+,Barcelona,2024-11-05,online,1,1,0
U008721,26-35,Valencia,2023-01-04,online,1,1,0
U008722,26-35,Murcia,2023-06-11,online,1,0,0
U008723,18-25,Almería,2024-05-19,online,0,1,0
U008724,26-35,Madrid,2023-08-23,online,1,1,0
U008725,18-25,Murcia,2023-02-14,retail,1,0,0
U008726,46-55,Barcelona,2024-07-10,online,0,1,0
U008727,18-25,Málaga,2023-01-21,online,1,0,0
U008728,18-25,Murcia,2023-11-22,retail,1,1,0
U008729,18-25,Barcelona,2024-11-22,online,1,1,0
U008730,65+,Madrid,2023-11-18,online,1,1,0
U008731,65+,Málaga,2024-10-27,online,1,0,0
U008732,18-25,Madrid,2023-10-26,online,1,1,0
U008733,26-35,Alicante,2023-09-11,online,0,1,0
U008734,18-25,Valencia,2023-03-20,retail,0,1,0
U008735,36-45,Barcelona,2023-09-19,retail,1,1,0
U008736,36-45,Madrid,2023-09-04,online,0,1,0
U008737,26-35,Murcia,2024-09-09,online,0,1,0
U008738,36-45,Barcelona,2024-11-02,retail,1,1,0
U008739,36-45,Madrid,2023-01-17,online,0,1,0
U008740,46-55,Granada,2023-03-13,online,0,1,0
U008741,26-35,Valencia,2024-04-14,online,0,1,0
U008742,26-35,Málaga,2023-12-20,online,0,1,0
U008743,26-35,Valencia,2023-08-05,online,1,0,0
U008744,56-65,Alicante,2023-07-09,online,0,0,0
U008745,36-45,Alicante,2023-06-14,online,1,1,0
U008746,18-25,Granada,2024-01-19,retail,0,1,0
U008747,46-55,Madrid,2023-01-13,online,0,0,0
U008748,36-45,Murcia,2024-06-23,retail,1,0,0
U008749,36-45,Almería,2023-08-08,online,0,1,0
U008750,36-45,Madrid,2023-11-08,online,1,1,0
U008751,26-35,Valencia,2024-01-20,retail,0,0,0
U008752,26-35,Almería,2023-06-04,online,1,1,0
U008753,26-35,Alicante,2024-10-07,online,0,0,0
U008754,18-25,Granada,2024-05-12,online,0,0,0
U008755,36-45,Barcelona,2024-09-27,online,0,0,0
U008756,36-45,Barcelona,2023-12-14,online,1,1,0
U008757,36-45,Murcia,2023-11-12,online,1,1,0
U008758,65+,Alicante,2023-06-23,online,1,0,0
U008759,26-35,Alicante,2024-02-02,online,0,0,0
U008760,56-65,Murcia,2024-03-09,online,1,1,0
U008761,36-45,Barcelona,2023-11-03,retail,1,1,0
U008762,36-45,Valencia,2023-04-17,retail,1,0,0
U008763,26-35,Alicante,2023-07-19,retail,0,1,0
U008764,26-35,Granada,2023-01-11,online,0,0,0
U008765,18-25,Valencia,2023-08-21,online,1,0,0
U008766,36-45,Alicante,2024-02-28,online,0,1,0
U008767,36-45,Almería,2024-11-28,online,0,0,0
U008768,36-45,Granada,2023-05-10,online,0,0,0
U008769,46-55,Alicante,2023-02-10,online,0,0,0
U008770,36-45,Valencia,2023-08-05,retail,1,1,0
U008771,26-35,Málaga,2023-04-25,retail,1,1,0
U008772,46-55,Madrid,2024-05-22,online,1,1,0
U008773,46-55,Murcia,2023-01-05,online,1,1,0
U008774,18-25,Almería,2024-12-17,online,1,1,0
U008775,18-25,Madrid,2024-09-16,retail,1,1,0
U008776,36-45,Granada,2023-12-25,online,0,1,0
U008777,26-35,Málaga,2024-11-03,retail,0,1,0
U008778,26-35,Almería,2024-04-03,retail,1,1,0
U008779,18-25,Murcia,2024-12-26,online,1,1,0
U008780,26-35,Málaga,2023-07-23,online,0,0,0
U008781,18-25,Barcelona,2024-12-28,retail,1,1,0
U008782,36-45,Almería,2023-05-12,online,1,0,0
U008783,26-35,Almería,2023-09-15,online,1,1,0
U008784,36-45,Almería,2024-11-13,online,0,1,0
U008785,26-35,Valencia,2023-09-28,retail,1,1,0
U008786,18-25,Alicante,2023-06-03,online,1,1,0
U008787,46-55,Almería,2023-02-13,online,0,1,0
U008788,26-35,Almería,2023-04-19,retail,1,1,0
U008789,36-45,Alicante,2023-09-17,online,1,0,0
U008790,26-35,Murcia,2023-11-04,online,0,0,0
U008791,36-45,Barcelona,2024-01-31,online,0,1,0
U008792,46-55,Murcia,2024-08-16,retail,0,0,0
U008793,26-35,Murcia,2023-01-10,online,0,1,0
U008794,36-45,Murcia,2024-09-06,retail,0,1,0
U008795,36-45,Barcelona,2024-02-26,online,0,1,0
U008796,26-35,Murcia,2024-07-06,online,0,1,0
U008797,36-45,Valencia,2024-07-06,online,1,0,0
U008798,26-35,Almería,2024-10-21,online,0,0,0
U008799,46-55,Granada,2023-03-10,online,0,0,0
U008800,26-35,Granada,2024-02-22,online,0,1,0
U008801,36-45,Valencia,2024-10-25,online,0,0,0
U008802,36-45,Málaga,2024-06-09,online,0,1,0
U008803,46-55,Valencia,2023-03-12,online,0,0,0
U008804,65+,Granada,2024-03-24,retail,0,1,0
U008805,36-45,Madrid,2024-08-06,online,0,1,0
U008806,36-45,Barcelona,2023-07-20,retail,1,0,0
U008807,56-65,Valencia,2024-04-06,online,1,0,0
U008808,36-45,Almería,2024-09-05,online,0,1,0
U008809,26-35,Granada,2024-01-18,online,0,1,0
U008810,36-45,Granada,2023-05-22,online,1,1,0
U008811,46-55,Alicante,2024-02-06,retail,0,1,0
U008812,26-35,Barcelona,2024-03-05,online,0,0,0
U008813,36-45,Murcia,2023-10-22,online,0,1,0
U008814,56-65,Granada,2024-05-11,retail,0,0,0
U008815,18-25,Granada,2023-11-13,online,1,1,0
U008816,46-55,Alicante,2024-10-02,retail,1,0,0
U008817,26-35,Valencia,2024-07-31,online,0,1,0
U008818,26-35,Alicante,2024-08-10,retail,1,0,0
U008819,26-35,Granada,2024-01-20,retail,1,0,0
U008820,46-55,Barcelona,2023-05-24,retail,0,0,0
U008821,46-55,Barcelona,2024-06-12,retail,0,0,0
U008822,65+,Alicante,2023-02-20,online,1,1,0
U008823,18-25,Granada,2024-01-13,online,0,1,0
U008824,46-55,Almería,2023-02-08,online,0,1,0
U008825,18-25,Valencia,2024-01-21,online,0,0,0
U008826,26-35,Granada,2024-05-15,online,0,1,0
U008827,26-35,Alicante,2023-11-03,retail,0,1,0
U008828,36-45,Murcia,2023-11-01,online,1,1,0
U008829,46-55,Barcelona,2023-03-31,online,1,0,0
U008830,56-65,Almería,2023-08-09,online,0,0,0
U008831,56-65,Granada,2023-11-21,online,0,0,0
U008832,46-55,Madrid,2024-09-22,online,1,1,0
U008833,26-35,Málaga,2024-10-17,online,0,0,0
U008834,18-25,Alicante,2024-11-27,online,0,1,0
U008835,26-35,Madrid,2023-03-15,online,0,1,0
U008836,18-25,Málaga,2023-08-05,online,0,0,0
U008837,46-55,Alicante,2023-12-04,online,0,0,0
U008838,26-35,Barcelona,2024-04-13,online,1,1,0
U008839,46-55,Madrid,2024-05-28,online,0,1,0
U008840,56-65,Málaga,2024-07-27,retail,0,0,0
U008841,56-65,Murcia,2023-12-28,online,0,1,0
U008842,18-25,Murcia,2024-02-11,online,1,1,0
U008843,26-35,Madrid,2024-12-02,online,0,1,0
U008844,26-35,Alicante,2023-06-25,online,0,1,0
U008845,26-35,Granada,2024-08-09,retail,0,0,0
U008846,36-45,Valencia,2024-06-03,online,1,1,0
U008847,46-55,Murcia,2023-04-13,online,1,1,0
U008848,26-35,Murcia,2024-11-07,retail,1,0,0
U008849,46-55,Málaga,2024-09-16,online,1,1,0
U008850,26-35,Murcia,2024-07-23,retail,1,1,0
U008851,26-35,Barcelona,2023-04-03,online,0,0,0
U008852,46-55,Madrid,2023-04-12,retail,0,0,0
U008853,46-55,Málaga,2024-05-13,online,1,0,0
U008854,26-35,Murcia,2023-03-20,online,0,1,0
U008855,36-45,Barcelona,2023-03-24,online,0,1,0
U008856,46-55,Madrid,2023-10-20,online,0,1,0
U008857,36-45,Alicante,2023-01-04,online,0,1,0
U008858,26-35,Barcelona,2024-06-10,online,0,1,0
U008859,36-45,Málaga,2024-01-30,online,0,1,0
U008860,46-55,Valencia,2023-02-27,retail,1,1,0
U008861,36-45,Almería,2024-02-01,online,1,1,0
U008862,26-35,Alicante,2023-02-09,retail,0,1,0
U008863,56-65,Almería,2023-02-21,online,1,1,1
U008864,18-25,Valencia,2023-12-21,online,0,0,0
U008865,56-65,Almería,2023-12-31,online,0,0,0
U008866,36-45,Valencia,2023-09-05,online,1,0,0
U008867,46-55,Barcelona,2024-03-29,online,0,1,0
U008868,18-25,Murcia,2023-10-10,online,0,1,0
U008869,46-55,Granada,2024-03-04,retail,0,1,0
U008870,18-25,Barcelona,2023-09-13,online,1,0,0
U008871,26-35,Valencia,2024-06-05,online,1,1,0
U008872,18-25,Murcia,2024-02-27,online,0,1,0
U008873,56-65,Granada,2023-04-27,online,1,0,0
U008874,26-35,Barcelona,2024-05-15,online,0,1,0
U008875,65+,Alicante,2024-07-26,retail,0,1,0
U008876,46-55,Madrid,2023-02-18,online,0,0,0
U008877,18-25,Alicante,2024-03-21,retail,1,1,0
U008878,26-35,Madrid,2024-07-31,online,1,1,0
U008879,18-25,Barcelona,2023-03-25,online,0,1,0
U008880,26-35,Almería,2024-10-20,online,0,1,0
U008881,26-35,Granada,2023-10-30,online,1,1,0
U008882,36-45,Almería,2024-06-22,retail,0,1,0
U008883,36-45,Barcelona,2024-10-18,online,0,1,0
U008884,26-35,Almería,2024-12-23,online,0,0,0
U008885,65+,Barcelona,2024-03-02,online,0,1,0
U008886,26-35,Granada,2024-05-29,online,0,0,0
U008887,46-55,Alicante,2023-07-03,retail,0,0,0
U008888,26-35,Barcelona,2023-07-31,online,1,1,0
U008889,18-25,Barcelona,2024-09-13,retail,1,0,0
U008890,18-25,Madrid,2023-10-18,online,1,0,0
U008891,46-55,Murcia,2024-08-23,retail,0,0,0
U008892,46-55,Málaga,2023-02-06,retail,1,0,0
U008893,36-45,Valencia,2023-06-09,online,1,0,0
U008894,36-45,Málaga,2023-05-05,online,1,1,0
U008895,36-45,Málaga,2024-01-20,online,1,0,0
U008896,36-45,Valencia,2023-02-28,online,1,0,0
U008897,46-55,Málaga,2023-09-09,online,1,1,0
U008898,18-25,Madrid,2024-12-20,retail,1,0,0
U008899,46-55,Granada,2024-08-02,online,0,1,0
U008900,18-25,Madrid,2024-07-09,online,0,1,0
U008901,56-65,Alicante,2023-04-09,online,1,1,0
U008902,18-25,Málaga,2023-09-24,online,0,0,0
U008903,26-35,Valencia,2024-05-11,online,0,1,0
U008904,26-35,Valencia,2023-01-16,online,1,1,0
U008905,36-45,Murcia,2023-11-13,online,0,0,0
U008906,26-35,Málaga,2024-11-08,online,1,0,0
U008907,36-45,Málaga,2023-03-02,online,0,0,0
U008908,56-65,Alicante,2024-10-23,online,0,1,0
U008909,36-45,Valencia,2023-05-23,online,1,0,0
U008910,46-55,Alicante,2023-05-19,online,0,1,0
U008911,46-55,Valencia,2023-05-23,retail,1,0,0
U008912,26-35,Almería,2024-11-10,online,0,0,0
U008913,56-65,Barcelona,2024-03-16,online,0,1,0
U008914,36-45,Madrid,2024-07-02,online,1,0,0
U008915,36-45,Murcia,2023-09-25,online,0,1,0
U008916,26-35,Málaga,2024-09-29,online,1,0,0
U008917,36-45,Granada,2024-02-29,online,0,1,0
U008918,26-35,Murcia,2024-03-13,retail,1,0,0
U008919,36-45,Almería,2024-07-03,retail,0,0,0
U008920,46-55,Alicante,2024-07-18,online,1,0,0
U008921,65+,Murcia,2024-05-12,online,0,0,0
U008922,36-45,Alicante,2023-03-28,online,0,1,0
U008923,46-55,Madrid,2024-09-24,online,1,0,0
U008924,18-25,Granada,2023-07-10,online,0,1,0
U008925,18-25,Granada,2024-12-28,online,0,1,0
U008926,26-35,Madrid,2023-10-09,online,1,0,0
U008927,65+,Málaga,2023-03-29,online,0,1,0
U008928,56-65,Barcelona,2023-08-19,retail,0,1,0
U008929,18-25,Alicante,2024-02-23,online,0,1,0
U008930,26-35,Valencia,2023-10-13,online,1,1,0
U008931,36-45,Valencia,2024-08-27,online,0,0,0
U008932,26-35,Murcia,2024-05-13,retail,0,1,0
U008933,18-25,Murcia,2023-06-05,online,0,1,0
U008934,46-55,Barcelona,2024-01-29,retail,0,1,0
U008935,46-55,Murcia,2024-07-28,online,0,1,0
U008936,26-35,Madrid,2024-10-12,online,0,1,0
U008937,46-55,Barcelona,2023-10-16,retail,1,1,0
U008938,18-25,Málaga,2024-11-05,online,1,1,0
U008939,36-45,Almería,2023-01-27,retail,1,0,0
U008940,56-65,Málaga,2024-05-08,online,1,1,0
U008941,46-55,Málaga,2024-07-24,retail,1,1,0
U008942,46-55,Murcia,2023-11-07,online,0,0,0
U008943,36-45,Valencia,2023-01-09,retail,1,0,0
U008944,56-65,Madrid,2024-05-16,retail,0,1,0
U008945,56-65,Valencia,2023-09-08,online,0,1,0
U008946,26-35,Madrid,2023-04-21,online,1,1,0
U008947,46-55,Málaga,2023-04-25,online,1,1,0
U008948,36-45,Barcelona,2024-07-15,retail,1,0,0
U008949,26-35,Granada,2023-05-17,online,0,0,0
U008950,18-25,Málaga,2023-12-20,retail,0,1,0
U008951,36-45,Alicante,2024-12-09,online,1,1,0
U008952,36-45,Alicante,2024-07-07,online,1,1,0
U008953,26-35,Barcelona,2024-02-04,online,1,1,0
U008954,26-35,Málaga,2024-01-21,online,1,0,0
U008955,18-25,Valencia,2023-05-03,online,1,0,0
U008956,26-35,Barcelona,2023-11-22,retail,1,0,0
U008957,26-35,Madrid,2023-04-16,retail,1,0,0
U008958,26-35,Alicante,2023-03-03,online,1,1,0
U008959,18-25,Valencia,2023-03-21,online,1,0,0
U008960,26-35,Alicante,2024-03-18,online,0,0,0
U008961,56-65,Alicante,2023-05-22,online,0,1,0
U008962,46-55,Valencia,2023-04-20,online,0,1,0
U008963,18-25,Alicante,2024-09-25,online,1,1,0
U008964,18-25,Almería,2023-03-31,retail,0,1,0
U008965,56-65,Granada,2024-05-30,retail,0,1,0
U008966,18-25,Valencia,2023-11-01,online,0,0,0
U008967,26-35,Barcelona,2024-02-27,online,0,0,0
U008968,56-65,Granada,2023-01-18,retail,1,1,0
U008969,36-45,Madrid,2023-01-01,online,0,0,0
U008970,26-35,Valencia,2024-08-19,online,0,1,0
U008971,65+,Alicante,2023-12-14,online,0,0,0
U008972,26-35,Madrid,2023-02-22,online,0,0,0
U008973,26-35,Almería,2023-09-08,online,1,1,0
U008974,36-45,Barcelona,2024-01-05,retail,1,0,0
U008975,36-45,Madrid,2023-04-09,retail,0,1,0
U008976,46-55,Alicante,2024-02-03,online,1,1,0
U008977,26-35,Alicante,2024-01-21,retail,1,1,0
U008978,36-45,Barcelona,2024-03-16,retail,0,0,0
U008979,36-45,Valencia,2024-08-14,online,1,1,0
U008980,56-65,Granada,2023-10-29,retail,0,1,0
U008981,26-35,Granada,2024-10-10,retail,0,0,0
U008982,46-55,Granada,2023-12-13,online,0,1,0
U008983,56-65,Almería,2023-11-30,online,1,1,0
U008984,56-65,Madrid,2024-04-23,retail,0,0,0
U008985,26-35,Valencia,2024-03-26,retail,0,1,0
U008986,36-45,Valencia,2023-01-09,retail,1,1,0
U008987,26-35,Almería,2024-12-18,online,1,1,0
U008988,26-35,Murcia,2024-11-19,online,0,1,0
U008989,56-65,Madrid,2023-07-25,retail,1,1,0
U008990,56-65,Granada,2024-07-16,online,1,1,0
U008991,46-55,Madrid,2024-11-02,retail,1,1,1
U008992,26-35,Almería,2024-03-03,online,1,1,0
U008993,65+,Málaga,2023-01-14,retail,1,1,0
